Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Investor
LEAD School,EdtTech,Series C,28000000.0,Mumbai,,"Westbridge Capital, Elevar Equity"
Servify,Manufacturing,Series C,11370000.0,Mumbai,,"Blume Ventures, Tetrao"
Lido Learning,EdTech,Series B,7500000.0,Mumbai,,"BAce Capital, Madhur Deora"
Apna.co,Job portal,Series A,8000000.0,Bangalore,,"Lightspeed India, Sequoia Capital India"
Quintype Technologies,Tech,Series A,325000.0,Bangalore,,"IIFL Asset Management, Raghav Bahl"
Dunzo,Tech,Series E,28000000.0,Bangalore,,"Wes Schwalje, Alteria Capital"
Entropik,AI Platform,Series A,8000000.0,Bangalore,,"IDFC-Parampara Fund, Bharat Innovation Fund"
Livspace,Home Design,Series D,9000000.0,Bangalore,,"Mercer Investments, Nicholas Cator"
Ultraviolette Automotive,Automation,Series B,410000.0,Bangalore,,TVS Motor Company
WinZO,Gaming,Series B,18000000.0,New Delhi,,"Makers Fund, Courtside Ventures"
SenseHawk,Solar SaaS,Series A,5000000.0,Bangalore,,"Falcon Edge Capital, SAIF Partners"
Railofy,WL & RAC protection,Seed,900000.0,Mumbai,,Chiratae Ventures.
Eloelo,Social commerce,Seed,450000.0,Bangalore,,
Aibono,AgriTech,Pre-series A,2000000.0,Bangalore,,"Menterra Venture Advisors, Rianta Capital"
BuildPan,SaaS startup,Seed,500000.0,Indore,,"Sunil Kumar Singhvi, Yusho Kawata"
Homelane,Home interior services,Bridge,8000000.0,Bangalore,,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures"
MyGlamm,Fashion,Series B,1000000.0,Mumbai,,Bessemer Venture Partners
Aviom,Finance,Debt,682000.0,New Delhi,,"Insitor Partners, C4D Partners"
Flinto,EdTech Startup,Pre-Series B,7000000.0,Chennai,,"Sinai Ventures, Y Combinator"
WayCool,Agritech startup,Series C,5060000.0,Chennai,,"FMO, IndusInd Bank"
YAP,API platform,Series A,4050000.0,Chennai,,"Jitendra Gupta, Better Capital"
Big Bang Boom Solutions,Deep Tech,Series A,1050000.0,Chennai,,"Mumbai Angels, Defence Innovation Organisation"
GUVI,EdTech Startup,Series A,800000.0,Chennai,,"CBA Capital, Gray Matters Capital"
BluSmart,Electricity,Pre-series A,7000000.0,Gurugram,,"Kalpavriksh, JITO Angel Network"
Cell Propulsion,Automotive company,Pre-series A,0.0,Bangalore,,"growX ventures, Sangam Ventures"
MPL,Entertainment,Series B,50000000.0,Bangalore,,"Sequoia Capital India, Times Internet"
Spoonshot,FMCG,Seed A,1000000.0,Bangalore,,"SRI Capital, Techstars Farm to Fork Accelerator"
Pulse,FinTech,Pre-series A,750000.0,Mumbai,,
Groww,FinTech,Series C,30000000.0,Bangalore,,"Y Combinator, Ribbit Capital"
i3 Systems,Insurance Tech,Pre-series A,1050000.0,Mumbai,,"Hatanaka Yosuke, Minomiya Takeo"
SOAL,EdTech,Series A-1,1000000.0,Mumbai,,"Krishnan Menon, Srinivas Kollipara"
OckyPocky,EdTech,Seed,400000.0,Gurugram,,"SucSEED Venture Partners, ah! Ventures"
Hippo Video,Video personalization,Series A,4000000.0,New York,,"Surge, Kae Capital"
Hasura,Software Company,Series B,25000000.0,San Francisco,,"Nexus Venture Partners, Sam Lambert"
Qapita,FinTech,Seed,1080000.0,Singapore,,"Alto Partners, Mission Holdings"
Sunday,FinTech,Pre-Series B,9000000.0,Bangkok,,"SCB 10X, LINE Ventures"
Gamezop,Gaming,Series A,4300000.0,Gurugram,,"Powerhouse ventures, Tracxn,"
Phool.co,Biomaterial startup,Pre-series A,1400000.0,Kanpur,,Kaplan Foundation
Chiratae Ventures,Venture capital,Seed Funding,0.0,Bangalore,,
MedLife,Health,,6800000.0,Bangalore,,Ivy Icon
IDfy,IT,Series A,2110000.0,Mumbai,,"Millenna FVCI III, NB Ventures, Dream Incubator"
True Balance,Finance,Series C,0.0,Gurugram,,Balancehero
Bira91,Craft Beer,,764000.0,New Delhi,,Anicut Capital
Max wholesale,E-commerce,,603000.0,New Delhi,,"Al Falaj Commercial Investment Co, Vistra ITCL India"
Craftsvilla,E-commerce,,409000.0,Mumbai,,Supera Investments
MechMocha,Entertainment,Series A,292000.0,Bangalore,,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc"
Mindhouse,Healthtech,,286000.0,Gurugram,,"GGV Capital, Sahi Barual"
DeepSync,AI startup,,136000.0,Chandigarh,,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
Eruditus,Education,,0.0,Mumbai,,"Bertelsmann India Investments, Sequoia Capital India"
Gradeup,Education,,546000.0,Noida,,"Times Internet, TLabs"
Tracxn,Investment,Series B,887000.0,Bangalore,,"Saif partners, Accel partners, Sequoia capital"
Purple Style Labs,Fashion,,43000.0,Mumbai,,"Jitendra Gupta, Astarc Ventures."
ProPhysio,Health,,40900.0,Bangalore,,Nestavera Ventures.
Flickstree,Tech,,40900.0,Mumbai,,"MOX, Venture Catalysts"
Settl,TravelTech,,0.0,Gurugram,,"Sojitz, SIG Global India Fund"
Fanspole,Entertainment,Pre-Seed,0.0,Thane,,"Mohan Verma, Better Capital"
Sarva,Healthcare,,0.0,Mumbai,,"Shikhar Dhawan, Mantra Capital"
Univ.ai,EdTech,,0.0,Bangalore,,Kiran Mazumdar Shaw.
PurohitJi,Linguistic Spiritual,,0.0,Bangalore,,Bhadresh
CredoLab,Tech,Series A,7000000.0,Singapore,,"GB Group, Walden International"
Brick&Bolt,Construction,Series A,2200000.0,Bangalore,,"Meghna Agarwal, Navin Dhanuka"
Grinntech,Battery manufacturer,,2000000.0,Chennai,,"V Sumantran, V Lakshmi Narayanan"
6Degree,Fashion,,340000.0,Mumbai,,"Keiretsu Forum, SucSEED Venture Partners"
Exprs,Nano Distribution Network,,5660000.0,,,"Sweta Rau, Sandeep Kapoor"
Bikayi,E-commerce,Seed round,2000000.0,Hyderabad,,Mantis ventures
Virtual Forest,Tech,,0.0,Bangalore,,Napino Auto and Electronics Ltd
The Health company,AI health,,350000.0,Gurugram,,"VCATS, First Cheque, 9Unicorns, Marquee investors"
TrulyMadly Matchmakers,Dating app,Pre-series A,110000.0,Gurugram,,"AngelList, Inflection Point Ventures, The Chennai Angels"
TrueFan,Media,Seed round,4300000.0,Mumbai,,"Mayfield India, Saama Capital, Ronnie Screwvala"
Fanspole,Gaming,Pre-seed Round,0.0,Mumbai,,Better Capital
Byju's,EdTech,,122000000.0,Bangalore,,DST Global
Avail Finance,Fintech,Series B,11635000.0,Bangalore,,"Alphawave, Matrix Partners"
The Money Club,AI,,0.0,Delhi,,Venture Catalysts
Virohan,Healthcare/Edtech,Seed Round & Series A,2800000.0,Gurgaon,,"Keiretsu Forum, Elea Foundation"
OneCode,Social Commerce,Seed round,0.0,Gurugram,,WaterBridge Ventures
Verloop.io,AI,,5000000.0,,,Alpha Wave incubation
Otipy,Agritech/Commerce,Pre Series A,1000000.0,,,Inflection Point Ventures
Evage,Mobility tech,,0.0,Chandigarh,,Anand Shah
LEAD School,EdTech,Series C,28000000.0,Mumbai,,"WestBridge Capital, Elevar Equity"
Trell,Social e-commerce,Series A,11000000.0,Bangalore,,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch"
Captain Fresh,Food & Logistics,Pre Series A,2300000.0,Bangalore,,Ankur Capital
Teachmint,EdTech,,0.0,Bangalore,,Better Capital
Pixxel,SpaceTech,Seed round,5000000.0,Bangalore,,"Lightspeed India Partners, Blume Ventures, GrowX ventures"
Habbit Health,Nutrition Tech,Pre seed Round,0.0,Delhi,,"3one4 Capital, Angel list India"
SmarterBiz,Tech,Pre Series A,1065000.0,Bangalore,,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh."
Able Jobs,HR,,2000000.0,Bangalore,,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
Vieroots,Healthtech,,0.0,Kochi,,Suniel Shetty
Stack Finance,Fintech,Seed round,0.0,Bangalore,,"SOSV, MOX (Mobile Only Accelerator)"
FPL Technologies,Fintech,Series A,10000000.0,Pune,,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures"
Masai School,EdTech,Series A,2500000.0,Bangalore,,"Unitus Ventures, India Quotient, AngelList India"
Mitron,Media,Series A,5000000.0,Bangalore,,Nexus Venture Partners
Daalchini,IoT,Pre Series A,669000.0,,,Artha Venture Fund
Suno India,Media,Angel Round,0.0,,,Shobu Yarlagadda
LendingKart,Fintech,Series D,16076000.0,Ahmedabad,,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Text Mercato,,Series A,649600.0,Bangalore,,1Crowd
Eden Smart Homes,IoT,,0.0,,,Inflection Point Ventures
GrayQuest,EdTech,Pre Series A,1000000.0,Mumbai,,Foundation Holdings
BigHaat,Agritech,Pre Series A,2000000.0,Bangalore,,"Ankur Capital, Beyond Next Ventures"
CityCash,Fintech,Seed round,1000000.0,Mumbai,,Orios Venture Partners
HomeLane,Interior design,Series D,1000000.0,Chennai,,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
HungerBox,Foodtech,Series C,6700000.0,Bangalore,,IIFL Income Opportunities Fund
DaveAI,AI,,0.0,Bangalore,,Mumbai Angels Network
Eduvanz,Fintech,Series A,5000000.0,Mumbai,,Sequoia India
ZipLoan,Fintech,,2000000.0,Delhi,,Stride Ventures
DocSumo,AI,Seed round,220000.0,Mumbai,,"Better Capital, TechStars, Barclays."
CUSMAT,AR/VR,,0.0,Warangal,,"Venture Catalysts,  Raveen Sastry"
Chingari,Media,Seed round,1300000.0,Bangalore,,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati"
Bolo Indya,Media,Pre series A1,300000.0,Gurugram,,"Eagle10 Ventures, India Accelerator, HNIs"
Data Sutram,AI,,266500.0,Kolkata,,"Uday Sodhi, Mitesh Shah, Nitin Jain"
Wobot Intelligence,AI,Pre Series A,2500000.0,Delhi,,Sequoia Capital India
DrinkPrime,Appliance,Pre Series A,2879000.0,Bangalore,,Sequoia Surge
Infeedo,HR tech,,700000.0,Gurugram,,Y Combinator
Probus Smart Things,IoT,Seed round,0.0,Delhi,,Unicorn India Ventures
CrowdPouch,Tech,Angel Round,0.0,Bangalore,,Elina Investments
Rebel Foods,Food tech,Series E2,26500000.0,Mumbai,,Coatue Management
Hevo,Tech,Series A,8000000.0,Bangalore,,"Qualgro, Lachy Groom"
BigSpoon Foods,Foodtech,Pre series A,2000000.0,Ahmedabad,,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah"
Chingari,Media,Seed Round,1000000.0,Bangalore,,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global."
ShareChat,Media,,351000.0,Bangalore,,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda"
DatStop,Hospitality,,0.0,Delhi,,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak."
IPHM Services,Mental Health,Seed Round,0.0,Mumbai,,Indian Angel Fund
Wellcure,Healthtech,,200000.0,Gurugram,,Inflection Point Ventures
VilCart,Ecommerce,Bridge Round,0.0,Bangalore,,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash"
Firescore,Gaming,,500000.0,Mumbai,,Crazy Labs
BulBul,Social commerce,,0.0,Gurgaon,,Info Edge
Toppr,Edtech,Series D,46761000.0,Mumbai,,Foundation Holdings
Pickright Technologies,Fintech,Seed Round,175000.0,Bangalore,,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu"
Muse Wearables,Tech,,3000000.0,Chennai,,Dr. Bhaskar Rao Bollineni
SATYA Microcapital,Fintech,,0.0,Delhi,,BlueOrchard Finance Limited
WYN Studio,Media,Seed Round,0.0,Gurugram,,India Angel Fund
Fourth Partner Energy,Solar Solution,,15000000.0,Bangalore,,ResponsAbility Investments AG
Entri,Edtech,Pre series A,1700000.0,Kochi,,Good Capital
Snack Amor,Foodtech,,0.0,Mumbai,,Dr Srinivas Chunduru
MPowered,SaaS,Pre series A,21000000.0,Gurugram,,"Ashok Nichani, Shelly Nichani"
Leap Club,Social e-commerce,,0.0,Gurugram,,Titan Capital
Ather Energy,Automobile,Series C,11241000.0,Bangalore,,Hero MotoCorp
Gigforce,HR tech,,804000.0,Bangalore,,Unitus Venture
Vegrow,Agritech,Seed Round,2500000.0,Bangalore,,"Matrix Partners India, Ankur Capital"
Finn,Fintech,Pre series A,0.0,Bangalore,,"Unicorn India, PointOne Capital, Astir Ventures"
Bijnis,B2B marketplace,Series A,10000000.0,,,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures"
iNurture,Edtech,,1340000.0,Bangalore,,BlackSoil Capital
StyleDotMe,Fashion Tech,Pre series A,467000.0,Gurugram,,Survam Partners
Ripsey,Nutrition tech,,133000.0,Mumbai,,Ah! Ventures
ThriveFNC,Health & Wellness,Seed Round,0.0,Pune,,Rajesh Ranavat
Vedantu,Edtech,Series D,100000000.0,Bangalore,,Coatue
Magicpin,,Series D,7000000.0,Gurugram,,Samsung Venture Investment Corporation
Procol,Agritech,,3823000.0,Delhi,,Sequoia Surge
Yumlane,Cloud Kitchen,Pre series A,1000000.0,Mumbai,,Jetty Ventures
Crio,Edtech,,934000.0,Bangalore,,021 Capital
Openapp,IoT,,500000.0,Bangalore,,Unicorn India Ventures
PumPumPum,IoT/Automobile,,293000.0,Gurugram,,LetsVenture Syndicate
uFony Services Pvt ltd,Edtech,,0.0,Pune,,Chennai Angels
Protinus Fashion Networking Pvt Ltd,Fashion,Pre series A,0.0,Mumbai,,SucSEED Ventures
Uable,Edtech,Seed Round,0.0,Bangalore,,3one4 Capital
ParkSmart,IoT,,198000.0,Delhi,,Ah! Ventures
Plum,Healthtech,Seed Round,927000.0,Bangalore,,Incubate Fund
IncNut Digital,Ecommerce,Series A,4000000.0,Hyderabad,,RPSG Ventures
GigIndia,Tech,Pre series A,971000.0,Pune,,Incubate Fund India
Specsmaker,Eye Wear,,3060000.0,Chennai,,Eight Road Ventures
Piggy Ride,SaaS,Pre series A,1862000.0,Bangalore,,"JAFCO Asia, Artha Venture Fund"
Chai Waale,Beverage,,232000.0,Chennai,,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar"
NOTO,Food,Pre seed round,0.0,Mumbai,,WEH Ventures
Cuemath,Edtech,Series B,2888000.0,Bangalore,,Trifecta Capital
Cars24,Automobile,,1328000.0,Gurgaon,,Vivriti Capital
JetSynthesys,Digital tech,,40000000.0,Pune,,"Adar Poonawalla, Kris Gopalakrishnan"
Earth Energy EV,Automobile,Seed Round,0.0,Mumbai,,LR Joshi
Green Cure,Health & Wellness,,0.0,Delhi,,Venture Catalysts
Blue Sky Analytics,Data Intelligence,Seed Round,1200000.0,Gurugram,,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs"
Edhusk,Edtech,,0.0,Jaipur,,Mumbai Angel Network
Decentro,Fintech,Series A,15500000.0,Bangalore,,Y Combinator
Zolostays,Co-living,Series C,56000000.0,Bangalore,,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital"
Frontier Markets,Ecommerce,Pre series A,2250000.0,Jaipur,,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund."
Brainwired,Agritech,,0.0,Kerala,,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi"
Aye Finance,Fintech,Series E,16753000.0,Gurugram,,Invest in Vision
Paper Boat,Food & Beverages,,3700000.0,Gurugram,,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures"
Ken42,Edtech,,1470000.0,Bangalore,,Turbostart
Forbidden Foods,Food,Seed Round,1000000.0,Delhi,,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram"
Universal Sportsbiz,Fashion,,530000.0,Bangalore,,NB Ventures
Gobbly,Retail Tech,Seed Round,500000.0,Gurugram,,Sauce vc
Aerostrovilos,Automotive,,0.0,Chennai,,Mumbai Angels Network
Mitron,Media,Seed Round,267000.0,Bangalore,,"3One4 Capital, LetsVenture"
Bulk MRO,B2B,,3344000.0,Mumbai,,Stride Ventures
Inspektlabs,AI,Pre series A,600000.0,Delhi,,"Better Capital, Titan Capital"
Big Bang Boom Solutions,Defense tech,Series A,1000000.0,Chennai,,Mumbai Angels Network
Flinto,Edtech,Pre series B,7200000.0,Chennai,,Lightbox Ventures
Zetwerk,Marketplace,Series C,21000000.0,Bangalore,,Greenoaks
ChitMonks,Fintech,Pre series A,650000.0,Hyderabad,,Unicorn India Ventures
Walrus,Fintech,Pre-Seed,0.0,Bangalore,,Better Capital
Arth Designbuild,Construction tech,,1100000.0,Hyderebad,,"Startup-O, Eden Ventures"
goDutch,Fintech,Seed Round,1700000.0,Mumbai,,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq"
Rusk Media,Digital Media,Seed Round,0.0,Delhi,,"InfoEdge Venture Fund, Sprout Venture Partners"
Bold Care,Health & Wellness,Pre-seed Round,0.0,Mumbai,,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand"
Samosa Party,Food,,0.0,Bangalore,,Inflection Point Ventures
High Street Essentials,Ecommerce,Pre series C,2743000.0,New Delhi,,"SAIF Partners, India Quotient"
Byju's,Edtech,,0.0,Bangalore,,BOND
Slice,Fintech,Pre series B,6082000.0,Bangalore,,Gunosy
Bombay Play,Gaming,Pre series A,1500000.0,Bangalore,,"Leo capital, Ramakant Sharma"
Fullife,Healthtech,,6609000.0,Mumbai,,Amansa Capital
Oziva,Nutrition,Series A,5000000.0,,,Matrix Partners
Aye Finance,Fintech,Series E,27700000.0,Gurugram,,"Capital G, Alphabet's Independent growth fund"
Aether Biomedical,Medtech,Seed Investment,0.0,Delhi,,Chiratae Ventures
91springboard,Coworking,,5940000.0,Delhi,,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co."
Yulu,Micro-mobiity,,3964000.0,,,Rocketship
Milkbasket,Logistics,,5500000.0,Gurugram,,Inflection Point Ventures
MergerDomo,Marketplace,,197000.0,Noida,,"Nadir Godrej, Individual Investors"
GoMechanic,Auto-tech,Series B,0.0,Delhi,,Pawan Munjal
Milk Mantra,Food,,10000000.0,Odisha,,US International Development Finance Corporation
Myglamm,Beauty,,4327000.0,Mumbai,,"Tano India, L’Occitane, Bessemer"
Drishti Technologies,AI,Series B,25000000.0,Bangalore,,Sozo Ventures
Instasolv,Edtech,Pre series A,2000000.0,Noida,,Undisclosed
GoldenPi,Fintech,,459000.0,Bangalore,,Rainmatter Capital
Peppermint,Robotics,Seed Round,0.0,,,"Venture Catalysts, Naveen Kshatriya,"
Sarva,Yoga & wellness,,0.0,Mumbai,,Shikhar Dhawan
Jai Kisan,Fintech,Pre series A,3937000.0,Mumbai,,"Arkam Ventures, Nabventures"
Agro2o,Agritech,,0.0,New Delhi,,Mumbai Angels Network
LetsTransport,Logitech,,1313500.0,Bangalore,,Stride Ventures
GabbarDeals,Ecommerce,,0.0,Pune,,Venture Catalysts
Crimson Healthcare,Med Tech,,229800.0,Delhi,,Mumbai Angels Network
Biomoneta,Life sciences,Seed Round,0.0,Bangalore,,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani"
Edvizo,Edtech,Seed Round,150000.0,Bangalore,,Inflection Point Ventures
Servify,SaaS,Series C,11370000.0,Mumbai,,"Iron Pillar, Blume Ventures"
Drum Food,Food,,5305000.0,Mumbai,,"Danone Manifesto, Mousse Partners"
Innoviti,SaaS,Series C,0.0,Bangalore,,"Entrepreneurial Development Bank, Bessemer Venture Partners"
Jiffy ai,AI,Series A,18000000.0,,,Nexus Venture Partners
Postman,Tech,Series C,150000000.0,,,Insight Partners
F5,Retail Aggregator,,0.0,,,Venture Catalysts
Waycool,Agritech,Series C,5500000.0,Chennai,,Induslnd Bank
Myelin Foundry,Deep Tech AI,,0.0,,,Pratithi
Ameliorate Biotech,Biotech,Angel Round,264000.0,Bangalore,,"PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI"
Hapramp,Blockchain,,1000000.0,Gurugram,,Anand Mahindra
MyKaam,HrTech,,0.0,Bangalore,,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg"
HealthPlix,Healthtech,Series B,6000000.0,Bangalore,,"JSW Ventures, Chiratae Ventures, Kalaari Capital"
YoloBus,Mobility/Transport,Series A,3300000.0,Gurugram,,Nexus Venture Partners
iNurture Education,Edtech,,4000000.0,,,Kimera Ltd
Pocket52,Gaming,Series A,1750000.0,Bangalore,,Gameskraft
QuaQua,Travel,,1000000.0,Hyderabad,,Anthill Ventures
Crofarm,Agritech,,1000000.0,Delhi,,Smile group
Timios,Foodtech,Pre series A,0.0,Bangalore,,Rangsons Technologies
Wooden Street,Ecommerce,Series A,3000000.0,Jaipur,,IAN Fund
BankBazaar,Fintech,Series D1,5967000.0,Chennai,,WSV Capital
Rentmojo,Rental,,2980000.0,Bangalore,,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment"
Credgencies,AI & Debt,Seed Round,0.0,,,Titan Capital
Knorish,SaaS/Edtech,Pre series A,323000.0,Delhi,,100x VC
LetsTransport,Logitech,,1326000.0,Bangalore,,Black Soil
Vahak,Transport,Seed Round,0.0,,,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran"
Nutrova,Nutrition,Pre series A,0.0,Mumbai,,DSG Consumer Partners
Cube Wealth,SaaS,Mid series,500000.0,Mumbai,,"Beenext, Asuka Holding"
IVF Access,Healthtech,Series A,5000000.0,Bangalore,,Vertex Ventures SEA & India
Hoi Foods,Foodtech,Pre series A,2000000.0,Delhi,,Crowd Fund
Ola Financial Services,Fintech,Series A,27000000.0,Bangalore,,Matrix Partners
Awifs,Co-working,,5200000.0,Delhi,,"Bisque Limited, Link Investment Trust."
Dunzo,Logistics,,55000000.0,Bangalore,,Undisclosed
Swiflearn,Edtech,Seed Round,0.0,Gurugram,,"Stellaris Venture Partners, Venture Highway"
Remedo,Healthtech,Pre series A,0.0,Delhi,,River Rock Ventures. Inflection Point Ventures
Blowhorn,Logistics,,0.0,Bangalore,,Trifecta Capital
Toch,AI,Pre series A,1000000.0,Mumbai,,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures"
Gram Cover,Insurtech,Pre series A,0.0,Noida,,"EMVC, Flourish, Omidyar Network India"
Coin DCX,Cryptocurrency,,2500000.0,Mumbai,,Polychain Capital
HomeCapital,Fintech,,0.0,Mumbai,,Varanium NexGen Fund
Euler Motors,Automotive tech,Series A,2530000.0,Delhi,,Inventus III India Fund
Riskcovry,Insurtech,Pre series A,0.0,Mumbai,,"Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital"
NWNT (No Worry No Tension Healthcare),Healthtech,Pre series A,0.0,Delhi,,Amit Burman
Voicezen,AI,,0.0,Gurugram,,Bharti Airtel
Leap Club,,Pre seed round,340000.0,Gurugram,,"Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover"
Credit Mantri,Fintech,,792000.0,Chennai,,"IDG Ventures, Elevar Equity, Accion"
Xtracap,Fintech,,1000000.0,Gurugram,,Angel Investors
Tring,Media,,0.0,Mumbai,,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh"
Vakilsearch,Legal,,0.0,Chennai,,Sujeet Kumar
Khatabook,Fintech,Series B,60000000.0,Bangalore,,B Capital Group
LendingKart,Fintech,Series D,11363000.0,Ahmedabad,,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Illumnus,Edtech,Seed Round,100000.0,,,Angel investors. HNI
LetsTransport,Logitech,,1715000.0,Bangalore,,Innoven Capital
Eggoz,Agritech,Seed Round,329000.0,Bihar,,"Tracxn Labs, Angellist, Tri-Deep Capital"
Winuall,Edtech,,0.0,Bangalore,,"Ankit Bhati, Nitin Gupta"
Indian School Finance Company,Fintech,Seed Round,5271000.0,Hyderabad,,Gray Matters Capital
Juicy Chemistry,,Series A,650000.0,,,Akya Ventures
DeepTek,Healthtech,,0.0,Pune,,GHV Accelerator
Stepathlon Lifestyle,Fitness,,0.0,Mumbai,,"Josh Liberman, Mark Adams"
Sindhuja Microcredit,Fintech,,8700000.0,Noida,,Nordic Microfinance Initiative
Rentmojo,Rental,,3226000.0,Bangalore,,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche"
Tesco Charge Zone,EV,,0.0,Gujarat,,Mumbai Angels Network
Intello Labs,"Supply chain, Agritech",Series A,5900000.0,Gurugram,,Saama Capital
SirionLabs,SaaS,Series C,44000000.0,Gurugram,,"Tiger Global, Avatar Growth Capital"
Magicpin,,,3879000.0,Gurugram,,Lightspeed Venture Partners
GroCurv,B2B,Seed Round,0.0,Gurugram,,Unicorn Investments Pte Ltd
Refrens,SaaS,Seed Round,1000000.0,Bangalore,,"Vijay Shekhar Sharma, Anupam Mittal"
Shiprocket,Logitech,Series C,13000000.0,,,"Tribe Capital, Innoven Capital, BII"
Spyne,AI,Pre series A,0.0,Gurugram,,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal"
Nykaa,Ecommerce,,8800000.0,Mumbai,,Steadview capital
Docsapp,Healthtech,,9500000.0,Bangalore,,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC"
Phable,Healthtech,Pre series A,1000000.0,,,Inflection Point Ventures
Generic Aadhaar,Pharma,,0.0,,,Ratan Tata
Nium,Fintech,,0.0,,,"VisaVentures, BRI Ventures"
Mintoak,Fintech,Pre series A,2000000.0,Mumbai,,Pravega Ventures
VestSpace,Spacetech,,10000000.0,Pune,,Next Capital
Blackbuck,Logistics,,0.0,Bangalore,,Trifecta Venture
Vernacular ai,AI,Series A,5100000.0,Bangalore,,"Exfinity Ventures, IAN Fund"
Clover,Agritech,,920000.0,Bangalore,,Alteria Capital
Varthana,Fintech,Series D,15000000.0,Bangalore,,ChrysCapital
Codeninja,SaaS,Seed Round,0.0,Bangalore,,"Hari Balasubramanian, EaSyndicate"
MetaMerphoSys,Insurance technology,Pre series A,0.0,Pune,,Good Capital
Rooter,Gaming,Pre series A,1700000.0,Delhi,,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital"
Aker Foods,Foodtech & Logistics,,0.0,Pune,,Mumbai Angels Network
Sascan Meditech pvt ltd,Healthtech,,0.0,Kerala,,Unicorn India Ventures
DailyHunt,Media,,35600000.0,,,Lupa India
Pratilipi,Media,Series C,9400000.0,Bangalore,,Tencent
Biryani By Kilo,Food,Series B,790000.0,Delhi,,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi"
Consure Medical,Healthtech,,480000.0,Delhi,,"Accel Partners, Jungle Ventures"
Servify,,,250000.0,Mumbai,,Barkawi
Tessol,Logistics,Series A,160000.0,Mumbai,,1Funds Domestic Scheme
Remedo,Healthtech,Pre series A,0.0,Noida,,RiverRock Ventures
